2	0.955019017
2.166666667	0.9127998296
2.333333333	0.8805663346
2.5	0.8440292521
2.666666667	0.8142736733
2.833333333	0.7799295621
3	0.7438953405
3.166666667	0.7194740461
3.333333333	0.6885036015
3.5	0.6668484819
3.666666667	0.6414151411
3.833333333	0.6202510928
4	0.5996028855
4.166666667	0.5813870141
4.333333333	0.5631686742
4.5	0.5452928678
4.666666667	0.5295128083
4.833333333	0.5141470159
5	0.4981631976
5.166666667	0.485066483
5.333333333	0.4714512393
5.5	0.4585064154
5.666666667	0.4469500888
5.833333333	0.435193448
6	0.4239437234
6.166666667	0.4135948245
6.333333333	0.4028164113
6.5	1.365617905
