2	0.919512836
2.166666667	0.907019282
2.333333333	0.8966518677
2.5	0.8839729241
2.666666667	0.8728811088
2.833333333	0.85917029
3	0.8436908777
3.166666667	0.8325314985
3.333333333	0.8175687356
3.5	0.8065340918
3.666666667	0.7929268297
3.833333333	0.7810249071
4	0.7688798348
4.166666667	0.7577105376
4.333333333	0.7460974279
4.5	0.7342648437
4.666666667	0.7234324605
4.833333333	0.7125173754
5	0.7007516387
5.166666667	0.6907896798
5.333333333	0.6801119588
5.5	0.6696575796
5.666666667	0.6600686898
5.833333333	0.6500637164
6	0.6402535039
6.166666667	0.6310300428
6.333333333	0.6212188971
6.5	0.9910849286
