2	0.8910052299
2.166666667	0.8753143911
2.333333333	0.8624669429
2.5	0.8469498473
2.666666667	0.833542631
2.833333333	0.8171725907
3	0.7989393948
3.166666667	0.7859437128
3.333333333	0.7686990564
3.5	0.7561073939
3.666666667	0.740719461
3.833333333	0.7273833619
4	0.7138886102
4.166666667	0.7015724475
4.333333333	0.6888594249
4.5	0.6759973906
4.666666667	0.6643060402
4.833333333	0.6526078392
5	0.6400936318
5.166666667	0.6295753725
5.333333333	0.6183758305
5.5	0.6074775544
5.666666667	0.5975347632
5.833333333	0.5872106545
6	0.5771360113
6.166666667	0.5677104944
6.333333333	0.5577317827
6.5	0.9868992241
