2	0.8403633569
2.166666667	0.8178957829
2.333333333	0.7996449225
2.5	0.7777925925
2.666666667	0.7590895982
2.833333333	0.7364951032
3	0.7116648696
3.166666667	0.6942005752
3.333333333	0.6713476977
3.5	0.654899892
3.666666667	0.6350858556
3.833333333	0.618172479
4	0.6013066434
4.166666667	0.5861377619
4.333333333	0.5707072005
4.5	0.5553322171
4.666666667	0.5415573695
4.833333333	0.5279626732
5	0.5136238874
5.166666667	0.5017327592
5.333333333	0.4892336595
5.5	0.4772334362
5.666666667	0.4664276466
5.833333333	0.4553519898
6	0.4446863414
6.166666667	0.4348318368
6.333333333	0.4245314857
6.5	0.980276784
