2	0.9199185482
2.166666667	0.9085309537
2.333333333	0.8995548113
2.5	0.8890250258
2.666666667	0.8801304429
2.833333333	0.8694689082
3	0.8577311166
3.166666667	0.8494209421
3.333333333	0.8384257049
3.5	0.8304486711
3.666666667	0.8207785805
3.833333333	0.8124674729
4	0.8040944934
4.166666667	0.7964812591
4.333333333	0.7886505053
4.5	0.780735278
4.666666667	0.7735054352
4.833333333	0.7662256503
5	0.7583640518
5.166666667	0.7517039493
5.333333333	0.7445649769
5.5	0.737557559
5.666666667	0.7311141765
5.833333333	0.7243617658
6	0.7177239307
6.166666667	0.7114402136
6.333333333	0.7046913381
6.5	1.021791177
