2	0.9409702572
2.166666667	0.9260426324
2.333333333	0.9137887438
2.5	0.8989526838
2.666666667	0.8860990177
2.833333333	0.8703585103
3	0.8527687884
3.166666667	0.8401988329
3.333333333	0.8234783467
3.5	0.8112389116
3.666666667	0.7962457131
3.833333333	0.7832159393
4	0.7699958449
4.166666667	0.7579024005
4.333333333	0.7453896438
4.5	0.7327019477
4.666666667	0.7211381803
4.833333333	0.7095327984
5	0.6970726561
5.166666667	0.6865616278
5.333333333	0.6753329422
5.5	0.6643772049
5.666666667	0.6543607249
5.833333333	0.6439415443
6	0.6337553792
6.166666667	0.6242038512
6.333333333	0.6140692636
6.5	1.031259241
